order_id;order_position_id;product_id;item_quantity;position_discount
433;325;1359;6;0
433;326;1808;3;0.2
434;327;920;2;0.2
434;328;1265;6;0.2
434;329;764;4;0.7
434;330;143;4;0.2
434;331;1659;4;0.7
434;332;550;2;0.2
435;333;512;1;0
435;334;367;5;0
435;335;1394;1;0
436;336;134;2;0.2
436;337;126;8;0.2
437;338;717;7;0.7
438;339;340;2;0.45
438;340;364;3;0.45
438;341;717;2;0.7
438;342;288;3;0.2
438;343;1595;3;0.2
439;344;1192;2;0
440;345;1236;5;0.2
440;346;161;5;0.6
440;347;304;3;0.6
440;348;1707;2;0.2
440;349;353;5;0.5
440;350;230;3;0.6
440;351;636;2;0.2
441;352;121;7;0
441;353;1385;2;0
441;354;1271;6;0
441;355;449;5;0
441;356;1031;4;0
442;357;102;2;0.2
443;358;1293;1;0
443;359;1595;13;0
444;360;1353;6;0
444;361;898;4;0
445;362;230;9;0.6
445;363;1438;2;0.2
445;364;1373;5;0.2
445;365;1762;6;0.2
446;366;1488;3;0
446;367;1403;3;0
446;368;786;5;0.2
447;369;428;2;0.8
448;370;1651;3;0.4
448;371;1687;7;0.4
449;372;1750;4;0.2
450;373;1609;2;0
451;374;599;3;0.2
452;375;948;6;0
453;376;1430;1;0.2
453;377;908;3;0.2
454;378;1408;4;0
455;379;1592;7;0
455;380;257;3;0
455;381;753;3;0.2
456;382;1199;2;0
456;383;528;1;0
457;384;1082;2;0.2
457;385;1289;4;0.2
457;386;1341;6;0.2
457;387;986;3;0.2
458;388;857;5;0.8
458;389;1768;7;0.2
459;390;358;5;0.2
460;391;1063;5;0.2
460;392;1535;5;0.2
460;393;1273;6;0.2
461;394;676;7;0.7
461;395;443;2;0.2
461;396;1448;5;0.2
462;397;942;7;0.2
462;398;1025;8;0.2
462;399;1538;2;0.2
462;400;49;3;0.5
463;401;295;8;0.2
463;402;80;3;0.2
463;403;244;3;0.2
463;404;841;5;0.7
463;405;955;3;0.2
464;406;1170;5;0
464;407;1402;8;0
464;408;1277;3;0
464;409;201;4;0
464;410;756;1;0
465;411;352;3;0.5
466;412;236;2;0
467;413;601;3;0
468;414;687;3;0
468;415;555;6;0
469;416;571;1;0
470;417;205;4;0.2
470;418;122;2;0.2
470;419;198;1;0.2
470;420;969;3;0.2
471;421;192;3;0
472;422;1799;2;0.2
472;423;1157;3;0.2
473;424;588;4;0.2
474;425;95;1;0.1
474;426;1675;2;0
474;427;1862;6;0
474;428;1503;4;0
474;429;1405;1;0
475;430;923;2;0
476;431;841;6;0.2
476;432;1534;1;0
477;433;209;1;0.2
478;434;1848;3;0.4
478;435;1334;2;0.2
478;436;106;4;0.3
478;437;972;10;0.2
478;438;705;6;0.7
479;439;1880;2;0.4
479;440;695;2;0.7
479;441;728;3;0.7
480;442;727;1;0.2
480;443;1631;2;0.2
480;444;819;4;0.2
481;445;781;2;0.2
481;446;379;3;0.2
482;447;919;4;0
483;448;484;4;0.2
483;449;793;10;0.7
483;450;939;13;0.2
483;451;1732;12;0.4
484;452;1316;4;0.2
485;453;1793;3;0.2
486;454;620;3;0
486;455;1048;2;0
486;456;526;2;0
487;457;1488;1;0
487;458;1162;2;0
487;459;740;1;0.2
487;460;1162;4;0
487;461;859;4;0.2
488;462;21;6;0.2
488;463;867;2;0
488;464;563;4;0
488;465;1204;5;0
489;466;1201;5;0.2
490;467;407;8;0
490;468;973;2;0
491;469;973;2;0
491;470;63;3;0.1
491;471;605;2;0
491;472;140;8;0
492;473;1375;4;0
493;474;747;4;0
493;475;1455;2;0
493;476;1392;7;0
493;477;22;4;0
494;478;1169;5;0.2
494;479;1383;3;0.2
495;480;728;5;0.7
495;481;1598;8;0.2
495;482;502;1;0.2
495;483;1543;10;0.2
496;484;1222;4;0.2
497;485;383;7;0.3
498;486;400;3;0.8
498;487;1413;3;0.2
498;488;661;4;0.8
499;489;1300;7;0
499;490;743;3;0.2
500;491;1618;2;0
501;492;329;3;0.45
501;493;1551;3;0.2
502;494;1662;4;0.7
502;495;207;1;0.2
503;496;640;1;0.2
504;497;649;4;0.2
504;498;1537;2;0
505;499;1828;2;0.2
505;500;1636;3;0
506;501;810;3;0.8
507;502;836;3;0.2
508;503;1340;2;0
508;504;1194;2;0
509;505;1465;4;0
510;506;1372;3;0.2
510;507;50;4;0.32
510;508;1345;4;0.2
510;509;1485;2;0.2
511;510;1158;2;0.2
512;511;593;6;0.2
513;512;472;3;0
514;513;1485;5;0
514;514;1639;3;0.2
514;515;1250;5;0
514;516;348;7;0.2
514;517;1211;1;0
514;518;1009;9;0
514;519;1162;1;0
514;520;16;13;0.15
514;521;117;2;0.2
515;522;1038;7;0
515;523;80;4;0.2
516;524;628;8;0
517;525;136;5;0.2
518;526;1256;1;0
519;527;534;4;0
519;528;862;1;0
520;529;1600;6;0.2
521;530;314;4;0
521;531;1344;3;0
522;532;51;4;0
523;533;258;2;0
523;534;707;8;0
524;535;1643;1;0
525;536;490;6;0.2
526;537;840;2;0.7
526;538;1616;7;0.2
526;539;1616;5;0.2
526;540;1330;2;0.2
527;541;1411;5;0
528;542;675;2;0.7
528;543;1562;5;0.2
529;544;1677;3;0.3
529;545;1162;7;0.2
530;546;1178;8;0.2
531;547;108;3;0.1
532;548;149;1;0
532;549;1314;3;0
532;550;1406;3;0
532;551;1177;4;0
532;552;93;3;0
532;553;976;7;0
533;554;146;1;0
534;555;498;3;0
534;556;1363;3;0
534;557;547;6;0
534;558;580;3;0
534;559;645;3;0
534;560;1798;4;0
535;561;337;2;0.4
535;562;1319;2;0.2
536;563;1531;4;0
537;564;53;2;0.2
538;565;91;3;0.3
538;566;871;2;0.2
539;567;436;4;0
539;568;1613;9;0
539;569;690;3;0.2
540;570;140;5;0.2
540;571;345;6;0.5
540;572;662;5;0.7
540;573;1468;2;0.2
540;574;440;2;0.2
541;575;244;7;0.6
542;576;25;2;0.32
543;577;741;3;0.8
544;578;1270;1;0
545;579;1401;3;0
545;580;10;2;0.15
545;581;1816;4;0.2
545;582;1357;6;0
545;583;1124;7;0
545;584;1241;5;0
546;585;1712;6;0.2
547;586;236;3;0
548;587;577;5;0
548;588;1336;5;0
549;589;1520;3;0
550;590;553;2;0
550;591;1561;2;0
551;592;1010;2;0
551;593;7;5;0.15
551;594;1777;5;0.2
552;595;1748;6;0.2
553;596;1720;1;0.2
553;597;1489;2;0.2
553;598;547;2;0.2
554;599;1377;5;0
554;600;902;3;0
555;601;1507;2;0
556;602;343;3;0.4
557;603;872;2;0
558;604;752;8;0.2
558;605;319;4;0
558;606;95;2;0.2
558;607;141;9;0
559;608;716;2;0.7
559;609;715;2;0.7
559;610;70;2;0.2
559;611;679;3;0.7
559;612;1058;1;0.2
560;613;778;5;0.2
561;614;536;1;0
561;615;612;3;0
561;616;1353;3;0
561;617;788;5;0
562;618;182;3;0
562;619;1555;2;0
563;620;553;3;0.2
564;621;610;3;0
564;622;524;2;0
565;623;1637;5;0
565;624;1436;3;0
565;625;1135;2;0
565;626;1435;3;0
566;627;1486;1;0.2
566;628;1337;2;0.2
566;629;659;9;0.8
567;630;343;2;0
568;631;1844;3;0.2
568;632;1595;2;0
569;633;940;5;0
570;634;107;3;0.2
570;635;198;3;0.2
571;636;1443;3;0.2
571;637;1466;1;0.2
571;638;870;6;0.2
572;639;60;1;0.2
573;640;158;3;0
574;641;1737;5;0
574;642;753;5;0
575;643;1358;2;0.2
576;644;749;7;0.8
577;645;839;4;0.2
578;646;411;3;0
578;647;96;4;0
579;648;1519;6;0
580;649;1791;8;0.2
581;650;1377;9;0.2
582;651;1521;2;0.2
582;652;1812;1;0.2
582;653;165;4;0.6
583;654;665;6;0.2
583;655;1216;2;0
584;656;1328;9;0.2
584;657;850;3;0.8
584;658;1458;5;0.2
585;659;83;2;0.2
586;660;249;1;0.2
587;661;952;3;0.2
588;662;1376;2;0
589;663;597;4;0.2
590;664;975;2;0
590;665;375;4;0.2
590;666;1240;5;0
591;667;258;3;0
591;668;650;7;0.2
592;669;466;5;0.2
592;670;291;3;0.2
593;671;947;2;0
593;672;969;1;0
594;673;1804;3;0.2
595;674;1292;8;0
595;675;691;7;0.2
595;676;1288;3;0
595;677;138;3;0.2
596;678;975;7;0
596;679;920;4;0
596;680;727;7;0.2
596;681;1718;3;0
597;682;589;3;0
598;683;1292;14;0
598;684;1119;4;0
598;685;1456;2;0
599;686;1405;2;0.2
599;687;188;1;0.6
600;688;1475;4;0
601;689;1894;3;0.2
601;690;1729;2;0.2
601;691;394;3;0.2
601;692;758;7;0.7
601;693;1743;4;0.2
602;694;117;1;0
602;695;1011;3;0
603;696;1851;2;0.2
603;697;1168;4;0.2
603;698;752;3;0.7
603;699;1274;2;0.2
604;700;623;2;0.2
604;701;1514;3;0.2
605;702;478;2;0
605;703;1639;3;0.2
605;704;1799;5;0.2
605;705;210;8;0
606;706;1471;2;0.2
607;707;1749;3;0.4
607;708;1856;4;0.4
607;709;1456;2;0.2
608;710;1365;1;0.2
608;711;198;3;0.2
608;712;675;3;0.7
608;713;707;4;0.7
608;714;1172;3;0.2
609;715;680;2;0.7
609;716;524;9;0.2
609;717;1830;2;0.4
610;718;1828;3;0.2
610;719;1017;4;0.2
611;720;1106;2;0.2
611;721;1881;9;0.4
612;722;1707;10;0.4
612;723;769;2;0.7
613;724;280;2;0
613;725;139;2;0
613;726;762;9;0.2
613;727;1805;1;0
613;728;159;3;0
614;729;738;5;0.8
615;730;133;2;0
615;731;389;5;0.1
615;732;1355;4;0
615;733;621;9;0
616;734;147;7;0
617;735;419;2;0
618;736;671;5;0.2
618;737;1199;3;0
619;738;1380;3;0.2
619;739;1515;5;0.2
619;740;1784;4;0.2
620;741;1568;3;0.2
620;742;1011;3;0.2
621;743;73;3;0
622;744;729;3;0.7
622;745;458;3;0.2
623;746;161;5;0
623;747;849;4;0.2
624;748;166;3;0
625;749;1327;2;0
625;750;995;7;0
626;751;1595;4;0
627;752;1156;1;0
628;753;435;2;0
629;754;946;5;0.2
629;755;432;2;0.2
630;756;207;4;0
630;757;1836;3;0.2
630;758;1513;4;0
631;759;1066;10;0
632;760;1259;2;0
632;761;1510;8;0
633;762;434;2;0.2
633;763;763;2;0.7
633;764;880;2;0.2
634;765;70;2;0.3
634;766;845;2;0.8
635;767;1365;7;0.2
635;768;1368;14;0.2
635;769;341;5;0.3
635;770;809;3;0.8
636;771;1369;5;0
637;772;922;3;0
638;773;1472;3;0.2
638;774;1063;3;0.2
638;775;1859;3;0.2
639;776;251;5;0.2
640;777;239;3;0.6
640;778;330;1;0.5
640;779;1188;8;0.2
641;780;548;5;0.2
642;781;475;3;0
642;782;1173;5;0
642;783;1595;3;0
643;784;401;3;0.8
643;785;1591;3;0.2
643;786;265;3;0.6
643;787;843;3;0.8
644;788;780;3;0.2
644;789;1399;2;0
644;790;1436;4;0
645;791;1697;4;0.5
645;792;435;2;0.2
646;793;1598;3;0
646;794;983;2;0
646;795;1052;3;0
647;796;41;2;0.2
648;797;293;1;0
648;798;1780;1;0
648;799;1393;3;0
649;800;1547;1;0
649;801;1088;5;0
650;802;588;8;0.2
650;803;989;4;0.2
650;804;864;7;0.2
650;805;1004;4;0.2
650;806;514;1;0.2
650;807;709;2;0.7
650;808;728;3;0.7
651;809;246;3;0.2
652;810;260;3;0
653;811;356;3;0.2
654;812;1145;2;0.2
654;813;417;5;0.2
654;814;1555;1;0.2
655;815;1592;4;0
655;816;30;5;0.2
655;817;649;8;0.2
656;818;1270;1;0
657;819;869;4;0.2
658;820;408;6;0
658;821;1828;2;0
658;822;1527;3;0
659;823;783;5;0.2
660;824;139;2;0
661;825;221;3;0.2
662;826;715;3;0.2
662;827;149;6;0
663;828;1272;3;0
664;829;327;3;0
664;830;1312;3;0
665;831;148;5;0.2
666;832;1477;7;0.2
667;833;868;2;0.2
667;834;1787;1;0.2
668;835;1161;8;0
668;836;349;2;0.4
668;837;1437;3;0
668;838;102;3;0.1
668;839;976;2;0
669;840;1337;3;0
669;841;1590;3;0
669;842;810;6;0.2
669;843;779;4;0.2
669;844;12;1;0
669;845;653;5;0.2
670;846;1518;2;0
671;847;1001;3;0.2
671;848;1401;3;0.2
671;849;816;2;0.8
672;850;1475;5;0.2
672;851;1199;1;0.2
672;852;1308;1;0.2
672;853;1473;4;0.2
673;854;353;10;0.2
673;855;1377;4;0
674;856;1706;1;0.2
675;857;790;3;0
675;858;266;11;0
675;859;593;7;0
675;860;669;1;0
676;861;1635;3;0.2
677;862;239;4;0
678;863;334;4;0.45
679;864;1393;2;0
679;865;1515;4;0
680;866;680;3;0.2
681;867;1188;4;0
682;868;1240;9;0
683;869;1020;3;0
684;870;1855;3;0.4
685;871;879;2;0
685;872;875;3;0
685;873;1579;6;0
685;874;822;3;0
685;875;1311;6;0
686;876;303;2;0.2
687;877;111;2;0
688;878;685;2;0
688;879;1880;3;0
688;880;660;5;0
688;881;806;1;0
688;882;635;2;0
688;883;235;7;0
689;884;590;7;0.2
690;885;92;3;0.2
690;886;1038;3;0
690;887;1158;4;0
690;888;1248;1;0
691;889;690;5;0.7
691;890;1545;2;0.2
691;891;45;1;0.5
691;892;1483;2;0.2
692;893;860;3;0
693;894;647;2;0.2
694;895;130;2;0.2
695;896;707;4;0
695;897;1357;1;0
695;898;694;8;0
695;899;104;3;0
696;900;1756;5;0.2
697;901;979;2;0
697;902;1250;4;0
698;903;669;7;0
699;904;1041;7;0
699;905;1187;2;0
699;906;988;7;0
700;907;96;5;0.2
701;908;294;1;0
701;909;1762;2;0.2
702;910;396;9;0
703;911;1263;2;0
704;912;171;2;0
705;913;543;3;0.2
705;914;1769;4;0.2
706;915;258;2;0
706;916;1626;3;0
707;917;584;4;0
707;918;358;5;0
707;919;390;4;0
707;920;1510;2;0
708;921;171;2;0
708;922;1532;7;0
709;923;1031;8;0
710;924;1246;1;0.2
711;925;1052;8;0.2
711;926;775;3;0.7
711;927;72;5;0.3
711;928;825;3;0.7
711;929;1238;4;0.2
712;930;1556;3;0
712;931;1001;2;0
713;932;1586;4;0
713;933;1484;3;0
714;934;935;7;0
714;935;1446;4;0
714;936;909;2;0
715;937;61;2;0
715;938;465;3;0
715;939;1760;2;0
715;940;1783;1;0
716;941;575;2;0.2
716;942;455;2;0.2
716;943;1695;1;0.5
717;944;686;4;0.8
718;945;1127;2;0.2
719;946;1798;3;0.2
720;947;635;3;0
720;948;566;4;0
720;949;8;4;0.2
721;950;700;4;0.2
721;951;714;4;0.2
721;952;1461;2;0
721;953;1014;2;0
722;954;1759;7;0
722;955;80;3;0
723;956;281;4;0.2
724;957;1499;7;0
725;958;561;2;0
725;959;1153;6;0
726;960;588;6;0
727;961;294;2;0
727;962;1337;3;0
728;963;1099;2;0
728;964;1463;10;0
728;965;1409;2;0
729;966;1293;1;0
729;967;923;2;0
730;968;1455;2;0
730;969;606;2;0
731;970;1529;6;0.2
731;971;616;2;0.2
731;972;1827;2;0.2
732;973;1016;1;0
732;974;173;1;0
733;975;1026;4;0.2
734;976;802;6;0.7
735;977;668;5;0.7
735;978;1804;3;0.4
736;979;1243;3;0
737;980;1289;2;0
737;981;662;7;0.2
738;982;1144;5;0.2
739;983;288;3;0
739;984;1592;1;0
739;985;1541;3;0
740;986;800;4;0.7
741;987;811;3;0.2
741;988;124;5;0.1
742;989;1357;2;0
743;990;514;4;0
744;991;166;5;0
745;992;184;2;0
746;993;735;3;0.2
747;994;1395;12;0
748;995;688;7;0
749;996;1256;6;0
750;997;1505;5;0
750;998;690;3;0.2
751;999;1132;1;0
751;1000;581;4;0
751;1001;1815;8;0
752;1002;1383;7;0
752;1003;784;3;0.2
753;1004;866;2;0.2
754;1005;1010;7;0
755;1006;1181;8;0
756;1007;848;2;0.7
757;1008;971;5;0.2
757;1009;704;4;0.8
758;1010;1877;3;0.2
759;1011;1213;3;0
759;1012;1399;2;0
759;1013;1028;2;0
760;1014;33;4;0.2
760;1015;1883;7;0
760;1016;796;3;0.2
761;1017;1754;4;0
761;1018;1617;7;0
761;1019;1426;2;0
762;1020;207;6;0
763;1021;295;1;0
763;1022;1531;9;0
764;1023;336;2;0.3
764;1024;107;4;0.3
764;1025;756;3;0.8
765;1026;860;3;0.2
765;1027;1371;1;0.2
766;1028;1393;2;0
767;1029;1557;3;0
767;1030;1875;1;0
767;1031;474;5;0
768;1032;791;2;0.2
769;1033;1242;3;0.2
769;1034;1606;5;0.2
770;1035;502;4;0
770;1036;400;2;0
771;1037;597;3;0.2
771;1038;530;3;0.2
771;1039;1308;3;0.2
772;1040;1175;3;0.2
773;1041;1140;8;0.2
773;1042;853;6;0.7
773;1043;1153;3;0.2
773;1044;406;2;0.2
774;1045;1598;1;0
775;1046;1049;2;0
775;1047;451;4;0
776;1048;1057;2;0
777;1049;722;2;0.2
777;1050;328;4;0.2
778;1051;1274;5;0
778;1052;1366;3;0
778;1053;768;5;0.2
779;1054;350;3;0.5
780;1055;267;7;0.2
780;1056;161;6;0.2
780;1057;373;12;0.4
780;1058;1089;3;0.2
780;1059;1192;6;0.2
781;1060;208;4;0.2
782;1061;550;2;0.2
782;1062;49;2;0.32
783;1063;1328;5;0
784;1064;1827;1;0.2
784;1065;835;2;0.7
784;1066;1186;3;0.2
785;1067;299;2;0
786;1068;102;2;0.2
787;1069;654;2;0
788;1070;870;2;0
789;1071;980;2;0.2
790;1072;1013;2;0
790;1073;628;3;0
790;1074;1296;2;0
790;1075;1112;4;0
790;1076;980;3;0
790;1077;1350;3;0
791;1078;178;6;0.2
791;1079;1880;3;0.4
791;1080;709;2;0.7
791;1081;972;3;0.2
792;1082;1844;7;0
792;1083;836;3;0.2
793;1084;731;2;0.7
794;1085;1651;2;0.1
795;1086;680;2;0.7
796;1087;1275;3;0
797;1088;104;6;0.1
798;1089;483;1;0.2
798;1090;1726;2;0.2
798;1091;61;5;0.2
799;1092;979;2;0.2
799;1093;861;4;0.2
799;1094;1679;3;0.4
800;1095;814;2;0.8
801;1096;293;5;0
801;1097;552;3;0
802;1098;122;5;0.2
803;1099;685;2;0.2
804;1100;942;3;0
804;1101;1244;5;0
805;1102;807;7;0
805;1103;1756;3;0
806;1104;903;1;0
806;1105;1432;3;0
806;1106;243;5;0
806;1107;205;7;0
807;1108;575;2;0
808;1109;1573;7;0
808;1110;358;7;0.4
808;1111;1296;3;0
809;1112;1313;3;0
810;1113;1144;3;0.2
811;1114;885;3;0.2
811;1115;734;3;0.7
812;1116;1124;5;0
813;1117;1855;2;0.2
814;1118;194;4;0
815;1119;317;3;0
815;1120;1424;1;0
816;1121;367;13;0
816;1122;1580;1;0
817;1123;1273;5;0
818;1124;219;2;0
818;1125;173;3;0
818;1126;1867;5;0
818;1127;1370;5;0
819;1128;518;3;0
819;1129;55;3;0
819;1130;1698;8;0
820;1131;894;2;0.2
821;1132;663;2;0.2
822;1133;1103;3;0.2
822;1134;1247;3;0.2
822;1135;1711;2;0.4
823;1136;1063;5;0
823;1137;1854;3;0
823;1138;107;3;0
823;1139;162;9;0
823;1140;974;5;0
824;1141;1096;3;0.2
824;1142;786;2;0.7
824;1143;666;3;0.7
825;1144;284;2;0
826;1145;798;3;0.2
827;1146;486;7;0.2
827;1147;641;3;0.2
828;1148;334;4;0
829;1149;1619;2;0
829;1150;14;3;0.2
830;1151;515;5;0.2
830;1152;386;9;0.8
831;1153;88;14;0.3
832;1154;1756;5;0.2
832;1155;287;3;0.2
833;1156;1724;12;0.2
833;1157;1527;1;0
834;1158;152;2;0.2
834;1159;1116;2;0.2
834;1160;306;9;0.2
835;1161;503;2;0
835;1162;310;2;0
835;1163;757;3;0.2
835;1164;789;4;0.2
836;1165;689;4;0.2
836;1166;710;2;0.2
837;1167;932;3;0.2
838;1168;108;2;0.3
839;1169;432;3;0.2
839;1170;954;7;0.2
839;1171;640;3;0.2
839;1172;1786;3;0.4
839;1173;945;1;0.2
839;1174;830;5;0.7
840;1175;67;4;0.2
841;1176;1458;1;0.2
842;1177;705;4;0.7
843;1178;605;7;0
844;1179;1162;3;0.2
845;1180;794;2;0.2
846;1181;803;5;0.7
846;1182;857;7;0.7
846;1183;1587;2;0.2
847;1184;488;7;0
848;1185;427;2;0
848;1186;1358;3;0
848;1187;665;1;0.2
849;1188;1056;4;0
849;1189;100;9;0
850;1190;334;8;0.4
850;1191;1225;1;0
850;1192;1408;2;0
850;1193;1694;7;0
851;1194;1029;1;0
852;1195;1887;3;0.2
852;1196;967;1;0
853;1197;209;2;0.2
853;1198;1773;2;0.2
854;1199;574;9;0
854;1200;1728;2;0.2
855;1201;1079;5;0
855;1202;438;2;0
856;1203;1434;7;0.2
856;1204;812;7;0.7
857;1205;371;5;0.2
858;1206;532;4;0
858;1207;146;3;0
858;1208;1508;1;0
858;1209;558;3;0
859;1210;819;3;0.8
859;1211;734;3;0.8
860;1212;1155;3;0
861;1213;1332;6;0.2
861;1214;146;2;0.6
861;1215;795;5;0.8
861;1216;950;12;0.2
861;1217;901;3;0.2
861;1218;1846;5;0.2
861;1219;1301;2;0.2
861;1220;755;2;0.8
862;1221;784;2;0.2
862;1222;18;1;0.15
862;1223;1590;2;0
863;1224;1009;2;0
864;1225;1162;5;0
864;1226;1541;5;0
864;1227;1036;2;0
864;1228;909;2;0
865;1229;1739;7;0
865;1230;562;7;0
865;1231;254;4;0
865;1232;610;3;0
865;1233;877;3;0
865;1234;91;3;0
866;1235;580;1;0
866;1236;875;6;0
867;1237;370;4;0
867;1238;1034;1;0
867;1239;882;5;0
868;1240;1273;3;0
869;1241;1417;4;0.2
869;1242;970;3;0.2
870;1243;1364;3;0.2
871;1244;887;8;0
871;1245;432;2;0
871;1246;1142;2;0
871;1247;589;7;0
871;1248;736;2;0
872;1249;299;2;0
872;1250;931;4;0
872;1251;1170;1;0
872;1252;1699;2;0.2
872;1253;1434;1;0
873;1254;463;2;0.1
873;1255;924;2;0
873;1256;782;2;0
873;1257;1717;1;0
873;1258;1640;2;0
874;1259;200;6;0.2
875;1260;607;2;0
875;1261;811;7;0.2
876;1262;1433;2;0
876;1263;346;7;0
876;1264;810;3;0
876;1265;329;2;0
877;1266;87;1;0.2
878;1267;396;3;0
878;1268;845;2;0
879;1269;621;3;0
880;1270;1882;1;0
880;1271;841;3;0.2
880;1272;785;5;0.2
881;1273;700;4;0
882;1274;1524;9;0
883;1275;323;2;0
883;1276;1429;3;0
883;1277;1228;3;0
883;1278;1390;4;0
884;1279;1183;2;0
885;1280;771;5;0.2
886;1281;660;4;0.8
887;1282;797;6;0.2
888;1283;1446;3;0
889;1284;1019;4;0
890;1285;71;2;0
890;1286;1855;3;0
891;1287;1579;3;0.2
892;1288;1878;7;0
892;1289;545;2;0
893;1290;883;1;0.2
893;1291;1849;5;0.2
894;1292;847;7;0.2
894;1293;1389;6;0
894;1294;1145;4;0
894;1295;1312;2;0
